,Study_name,Respondent_Name,Gender,Age,Group,Type,Label,Start,Duration,ParentStimulus,Parent_Stimulus_Start,Parent_Stimulus_Duration,Hit_time_G,Time_spent_G,Time_spent_G_Percentage,Respondent_ratio_G,Revisit_G_Revisitors,Revisit_G_Visitors,Revisit_G_Revisits,TTFF_F,Time_spent_F,Time_spent_F_Percentage,Revisit_F_Revisitors,Revisit_F_Visitors,Revisit_F_Revisits,Fixations_Count,First_Fixation_Duration,Average_Fixations_Duration,Mouse_Clicks
37,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,308605,30131,hyperkalemia,308605.0,30131.0,125.0,24660.0,82.0,1.0,1.0,1.0,7.0,37.0,13903.0,46.0,1.0,1.0,21.0,311.0,17.0,45.0,0.0
38,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,308605,30131,hyperkalemia,308605.0,30131.0,1625.0,3916.0,13.0,1.0,1.0,1.0,3.0,1555.0,2100.0,7.0,1.0,1.0,6.0,50.0,67.0,42.0,0.0
39,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Atrial flutter,87550,30125,,,,,,,,,,,,,,,,,,,,
40,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,87550,30125,Atrial flutter,87550.0,30125.0,375.0,18838.0,63.0,1.0,1.0,1.0,7.0,276.0,10217.0,34.0,1.0,1.0,28.0,239.0,50.0,43.0,0.0
41,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,87550,30125,Atrial flutter,87550.0,30125.0,125.0,10127.0,34.0,1.0,1.0,1.0,7.0,10.0,3869.0,13.0,1.0,1.0,17.0,130.0,16.0,30.0,0.0
42,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Ventricular tachycardia,270790,30120,,,,,,,,,,,,,,,,,,,,
43,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,270790,30120,Ventricular tachycardia,270790.0,30120.0,375.0,19853.0,66.0,1.0,1.0,1.0,7.0,214.0,9194.0,31.0,1.0,1.0,27.0,254.0,50.0,36.0,0.0
44,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,270790,30120,Ventricular tachycardia,270790.0,30120.0,125.0,8685.0,29.0,1.0,1.0,1.0,5.0,30.0,3616.0,12.0,1.0,1.0,16.0,110.0,34.0,33.0,0.0
45,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Wolf Parkinson White syndrome,50215,30100,,,,,,,,,,,,,,,,,,,,
46,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,50215,30100,Wolf Parkinson White syndrome,50215.0,30100.0,125.0,23178.0,77.0,1.0,1.0,1.0,7.0,17.0,13059.0,43.0,1.0,1.0,14.0,306.0,17.0,43.0,0.0
47,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,50215,30100,Wolf Parkinson White syndrome,50215.0,30100.0,2125.0,6299.0,21.0,1.0,1.0,1.0,4.0,701.0,3135.0,10.0,1.0,1.0,9.0,91.0,17.0,34.0,0.0
48,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Ventricular paced rhythm,160894,30142,,,,,,,,,,,,,,,,,,,,
49,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,160894,30142,Ventricular paced rhythm,160894.0,30142.0,125.0,19805.0,66.0,1.0,1.0,1.0,8.0,30.0,10468.0,35.0,1.0,1.0,19.0,261.0,50.0,40.0,0.0
50,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,160894,30142,Ventricular paced rhythm,160894.0,30142.0,1625.0,9511.0,32.0,1.0,1.0,1.0,5.0,4897.0,4215.0,14.0,1.0,1.0,10.0,124.0,100.0,34.0,0.0
51,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Left bundle branch block,236652,30133,,,,,,,,,,,,,,,,,,,,
52,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,236652,30133,Left bundle branch block,236652.0,30133.0,625.0,18055.0,60.0,1.0,1.0,1.0,8.0,286.0,9940.0,33.0,1.0,1.0,21.0,221.0,51.0,45.0,0.0
53,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,236652,30133,Left bundle branch block,236652.0,30133.0,125.0,11193.0,37.0,1.0,1.0,1.0,4.0,86.0,5014.0,17.0,1.0,1.0,17.0,157.0,17.0,32.0,0.0
54,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,ST elevation MI,123337,30101,,,,,,,,,,,,,,,,,,,,
55,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,123337,30101,ST elevation MI,123337.0,30101.0,3125.0,23326.0,78.0,1.0,1.0,1.0,9.0,38.0,12568.0,42.0,1.0,1.0,19.0,304.0,83.0,41.0,0.0
56,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,123337,30101,ST elevation MI,123337.0,30101.0,6125.0,6015.0,20.0,1.0,1.0,1.0,3.0,5737.0,3184.0,11.0,1.0,1.0,8.0,76.0,50.0,42.0,0.0
57,ECG Study,Fellow 10,MALE,30,Fellow,Stimulus,Complete heart block,13809,30148,,,,,,,,,,,,,,,,,,,,
58,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Short,13809,30148,Complete heart block,13809.0,30148.0,375.0,8983.0,30.0,1.0,1.0,1.0,4.0,257.0,4784.0,16.0,1.0,1.0,10.0,111.0,17.0,43.0,0.0
59,ECG Study,Fellow 10,MALE,30,Fellow,Static AOI,Long,13809,30148,Complete heart block,13809.0,30148.0,125.0,20716.0,69.0,1.0,1.0,1.0,6.0,24.0,10336.0,34.0,1.0,1.0,23.0,274.0,17.0,38.0,0.0
60,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Normal sinus rhythm,48528,30173,,,,,,,,,,,,,,,,,,,,
61,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,48528,30173,Normal sinus rhythm,48528.0,30173.0,1875.0,16060.0,53.0,1.0,1.0,1.0,11.0,366.0,9183.0,30.0,1.0,1.0,18.0,193.0,17.0,48.0,0.0
62,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,48528,30173,Normal sinus rhythm,48528.0,30173.0,125.0,12145.0,40.0,1.0,1.0,1.0,10.0,33.0,6266.0,21.0,1.0,1.0,19.0,148.0,33.0,42.0,0.0
63,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Atrial fibrillation,124370,30173,,,,,,,,,,,,,,,,,,,,
64,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,124370,30173,Atrial fibrillation,124370.0,30173.0,625.0,15076.0,50.0,1.0,1.0,1.0,7.0,353.0,8682.0,29.0,1.0,1.0,17.0,165.0,17.0,53.0,0.0
65,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,124370,30173,Atrial fibrillation,124370.0,30173.0,125.0,14076.0,47.0,1.0,1.0,1.0,6.0,19.0,6101.0,20.0,1.0,1.0,22.0,184.0,34.0,33.0,0.0
66,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,hyperkalemia,337266,30152,,,,,,,,,,,,,,,,,,,,
67,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,337266,30152,hyperkalemia,337266.0,30152.0,2375.0,23562.0,78.0,1.0,1.0,1.0,6.0,368.0,14015.0,47.0,1.0,1.0,22.0,269.0,17.0,52.0,0.0
68,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,337266,30152,hyperkalemia,337266.0,30152.0,125.0,4899.0,16.0,1.0,1.0,1.0,5.0,101.0,3016.0,10.0,1.0,1.0,8.0,55.0,17.0,55.0,0.0
69,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Atrial flutter,193351,30144,,,,,,,,,,,,,,,,,,,,
70,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,193351,30144,Atrial flutter,193351.0,30144.0,875.0,12030.0,40.0,1.0,1.0,1.0,5.0,495.0,6783.0,23.0,1.0,1.0,17.0,131.0,33.0,52.0,0.0
71,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,193351,30144,Atrial flutter,193351.0,30144.0,125.0,16596.0,55.0,1.0,1.0,1.0,5.0,11.0,8634.0,29.0,1.0,1.0,18.0,194.0,100.0,45.0,0.0
72,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Ventricular tachycardia,9184,30205,,,,,,,,,,,,,,,,,,,,
73,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,9184,30205,Ventricular tachycardia,9184.0,30205.0,875.0,20242.0,67.0,1.0,1.0,1.0,8.0,692.0,11430.0,38.0,1.0,1.0,21.0,234.0,100.0,49.0,0.0
74,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,9184,30205,Ventricular tachycardia,9184.0,30205.0,125.0,9030.0,30.0,1.0,1.0,1.0,7.0,59.0,5114.0,17.0,1.0,1.0,11.0,113.0,50.0,45.0,0.0
75,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Wolf Parkinson White syndrome,227017,30154,,,,,,,,,,,,,,,,,,,,
76,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,227017,30154,Wolf Parkinson White syndrome,227017.0,30154.0,3125.0,17780.0,59.0,1.0,1.0,1.0,9.0,338.0,9683.0,32.0,1.0,1.0,22.0,200.0,16.0,48.0,0.0
77,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,227017,30154,Wolf Parkinson White syndrome,227017.0,30154.0,125.0,7165.0,24.0,1.0,1.0,1.0,10.0,71.0,3816.0,13.0,1.0,1.0,15.0,71.0,17.0,54.0,0.0
78,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Ventricular paced rhythm,85314,30135,,,,,,,,,,,,,,,,,,,,
79,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,85314,30135,Ventricular paced rhythm,85314.0,30135.0,625.0,14617.0,49.0,1.0,1.0,1.0,7.0,350.0,9102.0,30.0,1.0,1.0,18.0,170.0,100.0,54.0,0.0
80,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,85314,30135,Ventricular paced rhythm,85314.0,30135.0,125.0,10850.0,36.0,1.0,1.0,1.0,11.0,33.0,5700.0,19.0,1.0,1.0,13.0,132.0,17.0,43.0,0.0
81,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Left bundle branch block,158869,30252,,,,,,,,,,,,,,,,,,,,
82,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,158869,30252,Left bundle branch block,158869.0,30252.0,3375.0,19726.0,65.0,1.0,1.0,1.0,8.0,372.0,10397.0,34.0,1.0,1.0,25.0,245.0,16.0,42.0,0.0
83,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,158869,30252,Left bundle branch block,158869.0,30252.0,125.0,9180.0,30.0,1.0,1.0,1.0,7.0,22.0,4917.0,16.0,1.0,1.0,13.0,126.0,17.0,39.0,0.0
84,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,ST elevation MI,261412,30164,,,,,,,,,,,,,,,,,,,,
85,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,261412,30164,ST elevation MI,261412.0,30164.0,3375.0,23301.0,77.0,1.0,1.0,1.0,8.0,339.0,13353.0,44.0,1.0,1.0,26.0,267.0,67.0,50.0,0.0
86,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,261412,30164,ST elevation MI,261412.0,30164.0,125.0,4833.0,16.0,1.0,1.0,1.0,9.0,22.0,2582.0,9.0,1.0,1.0,10.0,58.0,33.0,45.0,0.0
87,ECG Study,Fellow 9,MALE,34,Fellow,Stimulus,Complete heart block,298890,30140,,,,,,,,,,,,,,,,,,,,
88,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Short,298890,30140,Complete heart block,298890.0,30140.0,375.0,15696.0,52.0,1.0,1.0,1.0,8.0,282.0,9970.0,33.0,1.0,1.0,16.0,170.0,183.0,59.0,0.0
89,ECG Study,Fellow 9,MALE,34,Fellow,Static AOI,Long,298890,30140,Complete heart block,298890.0,30140.0,125.0,11735.0,39.0,1.0,1.0,1.0,6.0,15.0,6669.0,22.0,1.0,1.0,10.0,138.0,100.0,48.0,0.0
90,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Normal sinus rhythm,90879,30172,,,,,,,,,,,,,,,,,,,,
91,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,90879,30172,Normal sinus rhythm,90879.0,30172.0,3125.0,23104.0,77.0,1.0,1.0,1.0,5.0,271.0,13288.0,44.0,1.0,1.0,12.0,281.0,33.0,47.0,0.0
92,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,90879,30172,Normal sinus rhythm,90879.0,30172.0,125.0,6480.0,21.0,1.0,1.0,1.0,3.0,21.0,3949.0,13.0,1.0,1.0,7.0,62.0,17.0,64.0,0.0
93,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Atrial fibrillation,11811,30204,,,,,,,,,,,,,,,,,,,,
94,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,11811,30204,Atrial fibrillation,11811.0,30204.0,4125.0,13381.0,44.0,1.0,1.0,1.0,9.0,342.0,9388.0,31.0,1.0,1.0,11.0,87.0,133.0,108.0,1.0
95,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,11811,30204,Atrial fibrillation,11811.0,30204.0,125.0,6423.0,21.0,1.0,1.0,1.0,9.0,9.0,4335.0,14.0,1.0,1.0,11.0,50.0,266.0,87.0,0.0
96,ECG Study,Technician 10,MALE,0,Technician,Stimulus,hyperkalemia,201151,30209,,,,,,,,,,,,,,,,,,,,
97,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,201151,30209,hyperkalemia,201151.0,30209.0,375.0,21991.0,73.0,1.0,1.0,1.0,7.0,206.0,11384.0,38.0,1.0,1.0,24.0,245.0,33.0,46.0,0.0
98,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,201151,30209,hyperkalemia,201151.0,30209.0,13625.0,6464.0,21.0,1.0,0.0,1.0,0.0,23.0,3301.0,11.0,1.0,1.0,10.0,88.0,50.0,38.0,0.0
99,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Atrial flutter,177251,9120,,,,,,,,,,,,,,,,,,,,
100,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,177251,9120,Atrial flutter,177251.0,9120.0,4125.0,5338.0,59.0,1.0,1.0,1.0,2.0,25.0,2314.0,25.0,1.0,1.0,8.0,65.0,49.0,36.0,0.0
101,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,177251,9120,Atrial flutter,177251.0,9120.0,5625.0,2311.0,25.0,1.0,1.0,1.0,2.0,5257.0,1117.0,12.0,1.0,1.0,3.0,29.0,17.0,39.0,0.0
102,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Ventricular tachycardia,190229,7254,,,,,,,,,,,,,,,,,,,,
103,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,190229,7254,Ventricular tachycardia,190229.0,7254.0,375.0,4906.0,68.0,1.0,1.0,1.0,2.0,93.0,3201.0,44.0,1.0,1.0,3.0,41.0,250.0,78.0,0.0
104,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,190229,7254,Ventricular tachycardia,190229.0,7254.0,4375.0,1214.0,17.0,1.0,1.0,1.0,3.0,4226.0,550.0,8.0,1.0,1.0,2.0,11.0,17.0,50.0,0.0
105,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Wolf Parkinson White syndrome,47994,6919,,,,,,,,,,,,,,,,,,,,
106,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,47994,6919,Wolf Parkinson White syndrome,47994.0,6919.0,625.0,3213.0,47.0,1.0,1.0,1.0,2.0,308.0,2431.0,35.0,1.0,1.0,3.0,28.0,50.0,87.0,0.0
107,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,47994,6919,Wolf Parkinson White syndrome,47994.0,6919.0,125.0,1648.0,24.0,1.0,1.0,1.0,3.0,24.0,934.0,14.0,1.0,1.0,4.0,17.0,17.0,55.0,0.0
108,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Ventricular paced rhythm,131797,8221,,,,,,,,,,,,,,,,,,,,
109,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,131797,8221,Ventricular paced rhythm,131797.0,8221.0,375.0,5624.0,69.0,1.0,1.0,1.0,4.0,227.0,3517.0,43.0,1.0,1.0,8.0,53.0,16.0,66.0,0.0
110,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,131797,8221,Ventricular paced rhythm,131797.0,8221.0,125.0,965.0,12.0,1.0,1.0,1.0,2.0,10.0,683.0,8.0,1.0,1.0,3.0,9.0,33.0,76.0,0.0
111,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Left bundle branch block,145856,8642,,,,,,,,,,,,,,,,,,,,
112,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,145856,8642,Left bundle branch block,145856.0,8642.0,125.0,6147.0,71.0,1.0,1.0,1.0,3.0,23.0,2620.0,30.0,1.0,1.0,9.0,88.0,17.0,30.0,0.0
113,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,145856,8642,Left bundle branch block,145856.0,8642.0,6625.0,1083.0,13.0,1.0,0.0,1.0,0.0,6423.0,517.0,6.0,1.0,1.0,2.0,13.0,116.0,40.0,0.0
114,ECG Study,Technician 10,MALE,0,Technician,Stimulus,ST elevation MI,162100,9470,,,,,,,,,,,,,,,,,,,,
115,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,162100,9470,ST elevation MI,162100.0,9470.0,375.0,4730.0,50.0,1.0,1.0,1.0,5.0,251.0,2901.0,31.0,1.0,1.0,8.0,45.0,17.0,64.0,0.0
116,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,162100,9470,ST elevation MI,162100.0,9470.0,125.0,3730.0,39.0,1.0,1.0,1.0,5.0,17.0,1700.0,18.0,1.0,1.0,11.0,44.0,150.0,39.0,0.0
117,ECG Study,Technician 10,MALE,0,Technician,Stimulus,Complete heart block,61416,21768,,,,,,,,,,,,,,,,,,,,
118,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Short,61416,21768,Complete heart block,61416.0,21768.0,1875.0,7316.0,34.0,1.0,1.0,1.0,4.0,301.0,3014.0,14.0,1.0,1.0,18.0,96.0,17.0,31.0,0.0
119,ECG Study,Technician 10,MALE,0,Technician,Static AOI,Long,61416,21768,Complete heart block,61416.0,21768.0,125.0,12583.0,58.0,1.0,1.0,1.0,5.0,17.0,5970.0,27.0,1.0,1.0,23.0,150.0,17.0,40.0,0.0
120,ECG Study,Technician 9,MALE,0,Technician,Stimulus,Normal sinus rhythm,195586,30186,,,,,,,,,,,,,,,,,,,,
121,ECG Study,Technician 9,MALE,0,Technician,Static AOI,Short,195586,30186,Normal sinus rhythm,195586.0,30186.0,125.0,18663.0,62.0,1.0,1.0,1.0,11.0,24.0,9436.0,31.0,1.0,1.0,24.0,200.0,17.0,47.0,0.0
122,ECG Study,Technician 9,MALE,0,Technician,Static AOI,Long,195586,30186,Normal sinus rhythm,195586.0,30186.0,13875.0,5213.0,17.0,1.0,0.0,1.0,0.0,11765.0,1817.0,6.0,1.0,1.0,10.0,59.0,17.0,31.0,0.0
123,ECG Study,Technician 9,MALE,0,Technician,Stimulus,Atrial fibrillation,385552,30158,,,,,,,,,,,,,,,,,,,,
